MAGs	seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
29525_metabat_res.134	GL103_UP_contig_18407	2159	No terminal repeats	NA	2	11	0.9439	NA	1	3.4275	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
29525_metabat_res.134	GL103_UP_contig_86051	1827	No terminal repeats	NA	3	11	0.9373	NA	2	3.2815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
29525_metabat_res.134	GL103_UP_contig_168287	1589	No terminal repeats	NA	2	11	0.8976	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
29525_metabat_res.134	GL103_UP_contig_89029	1816	No terminal repeats	NA	4	11	0.8629	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
31101_metabat_res.86	GL_99_UP_contig_240936	4333	No terminal repeats	NA	13	11	0.8330	NA	1	2.6678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
31130_metabat_res.133	GL_99_UP_contig_142187	1973	No terminal repeats	NA	1	11	0.9424	NA	1	1.7183	Unclassified
31156_metabat_res.3	GL_99_UP_contig_344358	3936	No terminal repeats	NA	3	11	0.8146	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
31158_metabat_res.77	GL_99_UP_contig_734681	3093	No terminal repeats	NA	4	11	0.9618	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
31158_metabat_res.77	GL_99_UP_contig_578725	3352	No terminal repeats	NA	2	11	0.8980	NA	1	1.7183	Unclassified
31447_metabat_res.26	GL65_DN_contig_249847	4494	No terminal repeats	NA	7	11	0.8798	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales
31743_metabat_res.21	GL106_DN_contig_3926	6944	No terminal repeats	NA	10	11	0.9795	NA	3	9.5008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
31743_metabat_res.21	GL106_DN_contig_275224	11658	No terminal repeats	NA	12	11	0.9531	NA	1	6.3728	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
31743_metabat_res.21	GL106_DN_contig_9339	2425	No terminal repeats	NA	1	11	0.8554	NA	1	1.7183	Unclassified
3238_metabat_res.106	GL116_UP_contig_541057	2713	No terminal repeats	NA	3	11	0.9789	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
3238_metabat_res.106	GL116_UP_contig_320435	3112	No terminal repeats	NA	4	11	0.9778	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
3238_metabat_res.106	GL116_UP_contig_121792	3819	No terminal repeats	NA	7	11	0.9770	NA	1	7.6597	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
3238_metabat_res.106	GL116_UP_contig_145559	8251	No terminal repeats	NA	14	11	0.9757	NA	1	8.3767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
3238_metabat_res.106	GL116_UP_contig_15933	2155	No terminal repeats	NA	2	11	0.9744	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
3238_metabat_res.106	GL116_UP_contig_155340	1644	No terminal repeats	NA	2	11	0.9710	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
3238_metabat_res.106	GL116_UP_contig_433958	2879	No terminal repeats	NA	5	11	0.9704	NA	1	3.0135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
3238_metabat_res.106	GL116_UP_contig_369958	2998	No terminal repeats	NA	3	11	0.9684	NA	1	2.8870	Viruses;Varidnaviria;Bamfordvirae
3238_metabat_res.106	GL116_UP_contig_80430	1858	No terminal repeats	NA	3	11	0.9644	NA	1	2.8870	Viruses;Varidnaviria;Bamfordvirae
3238_metabat_res.106	GL116_UP_contig_708291	2509	No terminal repeats	NA	7	11	0.9633	NA	1	4.9489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
3238_metabat_res.106	GL116_UP_contig_197762	1554	No terminal repeats	NA	2	11	0.9425	NA	1	2.7945	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
3238_metabat_res.106	GL116_UP_contig_594736	2641	No terminal repeats	NA	4	11	0.9381	NA	1	2.9000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
3238_metabat_res.106	GL116_UP_contig_82489	1851	No terminal repeats	NA	3	11	0.9370	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
3238_metabat_res.106	GL116_UP_contig_171314	3583	No terminal repeats	NA	2	11	0.8824	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
3245_metabat_res.97	GL116_UP_contig_50092	4310	No terminal repeats	NA	1	11	0.8836	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
6757_metabat_res.152	GL74_DN_contig_4418344	1713	No terminal repeats	NA	3	11	0.9603	NA	1	4.8046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
6757_metabat_res.152	GL74_DN_contig_4466445	2954	No terminal repeats	NA	5	11	0.9133	NA	1	3.0960	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
6757_metabat_res.152	GL74_DN_contig_2572989	2043	No terminal repeats	NA	3	11	0.8734	NA	1	4.4667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL104_DN_metabat.69	GL104_DN_contig_603447	5672	No terminal repeats	NA	10	11	0.9695	NA	2	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.18	GL106_DN_contig_660896	2682	No terminal repeats	NA	1	11	0.9381	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.18	GL106_DN_contig_303447	11248	No terminal repeats	NA	15	11	0.8800	NA	3	13.1919	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.72	GL106_DN_contig_121669	15153	No terminal repeats	NA	13	11	0.9818	NA	2	21.1523	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GL106_DN_metabat.72	GL106_DN_contig_642668	8338	No terminal repeats	NA	8	11	0.9806	NA	1	11.9012	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.72	GL106_DN_contig_38037	6152	No terminal repeats	NA	8	11	0.9792	NA	1	5.1548	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GL106_DN_metabat.72	GL106_DN_contig_92447	16190	No terminal repeats	NA	22	11	0.9784	NA	4	14.2392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.72	GL106_DN_contig_64536	5728	No terminal repeats	NA	7	11	0.9760	NA	1	4.8779	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
GL106_DN_metabat.72	GL106_DN_contig_470459	3344	No terminal repeats	NA	4	11	0.9754	NA	1	4.5783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.72	GL106_DN_contig_28814	6338	No terminal repeats	NA	11	11	0.9721	NA	1	6.8516	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GL106_DN_metabat.72	GL106_DN_contig_165557	40080	No terminal repeats	NA	48	11	0.9718	NA	4	38.7978	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.72	GL106_DN_contig_19769	6538	No terminal repeats	NA	12	11	0.9713	NA	1	12.6980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.72	GL106_DN_contig_573225	3113	No terminal repeats	NA	5	11	0.9699	NA	1	3.1619	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
GL106_DN_metabat.72	GL106_DN_contig_600336	8700	No terminal repeats	NA	11	11	0.9695	NA	1	8.1904	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GL106_DN_metabat.72	GL106_DN_contig_545557	27349	No terminal repeats	NA	28	11	0.9682	NA	3	30.1487	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.72	GL106_DN_contig_346003	10766	No terminal repeats	NA	10	11	0.9652	NA	2	11.4797	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GL106_DN_metabat.72	GL106_DN_contig_555881	3149	No terminal repeats	NA	4	11	0.9640	NA	1	4.7370	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.72	GL106_DN_contig_4447	53342	No terminal repeats	NA	99	11	0.9630	NA	1	56.3181	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.72	GL106_DN_contig_48003	18233	No terminal repeats	NA	28	11	0.9628	NA	1	16.9139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.72	GL106_DN_contig_222113	4281	No terminal repeats	NA	4	11	0.9619	NA	1	3.3162	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GL106_DN_metabat.72	GL106_DN_contig_287936	3955	No terminal repeats	NA	8	11	0.9461	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.72	GL106_DN_contig_582947	3094	No terminal repeats	NA	6	11	0.9314	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Polintoviricetes;Orthopolintovirales
GL106_DN_metabat.72	GL106_DN_contig_654040	2774	No terminal repeats	NA	1	11	0.9215	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
GL106_DN_metabat.72	GL106_DN_contig_48758	5962	No terminal repeats	NA	4	11	0.9127	NA	1	2.8679	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GL106_DN_metabat.72	GL106_DN_contig_16782	6614	No terminal repeats	NA	6	11	0.8881	NA	1	4.6274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.72	GL106_DN_contig_400181	3541	No terminal repeats	NA	2	11	0.8469	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_DN_metabat.72	GL106_DN_contig_381858	3599	No terminal repeats	NA	4	11	0.8095	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_UP_metabat.9	GL106_UP_contig_447592	5492	No terminal repeats	NA	5	11	0.9826	NA	1	6.5962	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
GL106_UP_metabat.9	GL106_UP_contig_2	71563	No terminal repeats	NA	101	11	0.9681	NA	15	90.2404	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_UP_metabat.9	GL106_UP_contig_244446	48166	No terminal repeats	NA	70	11	0.9630	NA	15	73.4025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_UP_metabat.9	GL106_UP_contig_492646	31484	No terminal repeats	NA	45	11	0.9527	NA	7	40.2009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL106_UP_metabat.9	GL106_UP_contig_259514	2920	No terminal repeats	NA	1	11	0.9444	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_metabat.16	GL117_UP_contig_93336	22045	No terminal repeats	NA	21	11	0.9561	NA	1	7.5284	Viruses;Varidnaviria;Bamfordvirae
GL15_Down_metabat.56	GL_15_Down_contig_4223287	16317	No terminal repeats	NA	40	11	0.9749	NA	4	11.3511	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
GL15_Down_metabat.56	GL_15_Down_contig_3595719	4431	No terminal repeats	NA	7	11	0.9566	NA	1	2.7667	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GL15_Down_metabat.56	GL_15_Down_contig_1575889	3899	No terminal repeats	NA	7	11	0.9499	NA	1	6.3303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL15_Down_metabat.56	GL_15_Down_contig_10502535	3053	No terminal repeats	NA	6	11	0.9327	NA	1	3.3691	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL15_Down_metabat.56	GL_15_Down_contig_2901172	6397	No terminal repeats	NA	8	11	0.8031	NA	1	1.7128	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL48_UP_metabat.44	GL48_UP_contig_1849913	6800	No terminal repeats	NA	9	11	0.9391	NA	1	3.4366	Viruses
GL53_Up_metabat.13	GL_53_Up_contig_5220140	2838	No terminal repeats	NA	4	11	0.8697	NA	3	6.4120	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL90_UP_metabat.142	GL_90_UP_contig_34637	6686	No terminal repeats	NA	12	11	0.9778	NA	1	10.9488	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GL90_UP_metabat.142	GL_90_UP_contig_680002	19613	No terminal repeats	NA	30	11	0.9722	NA	2	9.2456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL90_UP_metabat.142	GL_90_UP_contig_101980	5743	No terminal repeats	NA	9	11	0.9702	NA	2	10.1115	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL93_DN_metabat.110	GL93_DN_contig_41603	6620	No terminal repeats	NA	7	11	0.9361	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GL99_UP_metabat.20	GL_99_UP_contig_368703	3857	No terminal repeats	NA	8	11	0.9515	NA	1	3.1143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL99_UP_metabat.20	GL_99_UP_contig_303269	4072	No terminal repeats	NA	5	11	0.9190	NA	1	6.8676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL99_UP_metabat.20	GL_99_UP_contig_344358	3936	No terminal repeats	NA	3	11	0.8146	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL99_UP_metabat.9	GL_99_UP_contig_3388	2741	No terminal repeats	NA	5	11	0.9499	NA	1	2.8870	Viruses;Varidnaviria;Bamfordvirae
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_59870	6131	No terminal repeats	NA	10	11	0.9805	NA	2	5.1548	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_62069	17924	No terminal repeats	NA	17	11	0.9787	NA	1	10.1039	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_63958	17496	No terminal repeats	NA	15	11	0.9768	NA	1	10.2439	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_122513	10984	No terminal repeats	NA	21	11	0.9768	NA	2	8.5866	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_46101	2680	No terminal repeats	NA	4	11	0.9768	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_47736	23350	No terminal repeats	NA	28	11	0.9758	NA	1	26.7191	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_48048	7292	No terminal repeats	NA	10	11	0.9757	NA	1	6.7792	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_87958	13736	No terminal repeats	NA	25	11	0.9685	NA	2	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_60958	18094	No terminal repeats	NA	20	11	0.9683	NA	4	19.5199	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_67513	16676	No terminal repeats	NA	22	11	0.9682	NA	1	13.5879	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_61448	6032	No terminal repeats	NA	14	11	0.9671	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_118502	3988	No terminal repeats	NA	7	11	0.9664	NA	1	3.1908	Viruses
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_100402	12466	No terminal repeats	NA	16	11	0.9655	NA	1	2.9362	Viruses;Varidnaviria;Bamfordvirae
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_67580	5619	No terminal repeats	NA	3	11	0.9647	NA	1	3.0087	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_45055	2738	No terminal repeats	NA	3	11	0.9646	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_108269	4194	No terminal repeats	NA	7	11	0.9575	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_73092	5330	No terminal repeats	NA	7	11	0.9557	NA	2	6.8731	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_43640	2829	No terminal repeats	NA	2	11	0.9515	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_42474	2910	No terminal repeats	NA	4	11	0.9484	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_57415	6320	No terminal repeats	NA	8	11	0.9480	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_131647	3758	No terminal repeats	NA	7	11	0.9456	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_38601	3238	No terminal repeats	NA	5	11	0.9373	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_45502	7634	No terminal repeats	NA	12	11	0.9357	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_44551	2773	No terminal repeats	NA	3	11	0.9343	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_66870	5666	No terminal repeats	NA	7	11	0.9272	NA	1	3.4323	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_15092	3516	No terminal repeats	NA	9	11	0.8986	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_22915	3423	No terminal repeats	NA	5	11	0.8762	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GLR18_GL16_UP_2_metabat.47	GL_R18_GL16_UP_2_contig_61426	6034	No terminal repeats	NA	9	11	0.8600	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Polintoviricetes;Orthopolintovirales
GLR19_GL16_UP_3_metabat.48	GL_R19_GL16_UP_3_contig_91365	2550	No terminal repeats	NA	2	11	0.9257	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GLR19_GL16_UP_3_metabat.48	GL_R19_GL16_UP_3_contig_85094	2842	No terminal repeats	NA	1	11	0.8851	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GLR58_GL46_UP_3_metabat.1	GL_R58_GL46_UP_3_contig_2945	2662	No terminal repeats	NA	1	11	0.8070	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GLR80_GL56_UP_1_metabat.74	GL_R80_GL56_UP_1_contig_188680	3709	No terminal repeats	NA	3	11	0.8572	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
GLR80_GL56_UP_1_metabat.74	GL_R80_GL56_UP_1_contig_303101	6678	No terminal repeats	NA	1	11	0.8504	NA	1	1.7183	Unclassified
