MAGs	seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
GFS_1657	GFS_1657_619	2675	No terminal repeats	NA	4	11	0.9584	NA	1	5.6137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1662	GFS_1662_1	1559	No terminal repeats	NA	3	11	0.9625	NA	1	3.1451	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_168	GFS_168_310	4170	No terminal repeats	NA	6	11	0.9339	NA	1	2.4522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_168	GFS_168_14	2528	No terminal repeats	NA	8	11	0.9012	NA	1	3.4943	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1694	GFS_1694_96	19523	No terminal repeats	NA	33	11	0.9657	NA	1	3.2765	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1749	GFS_1749_41	6936	No terminal repeats	NA	10	11	0.954	NA	1	2.9677	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1761	GFS_1761_325	1771	No terminal repeats	NA	2	11	0.8771	NA	1	2.81	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1761	GFS_1761_314|provirus_10528_16432	5905	Provirus	10528-16432	7	11	0.8123	NA	4	5.7006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1762	GFS_1762_64	12564	No terminal repeats	NA	18	11	0.9663	NA	3	16.0502	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1770	GFS_1770_410|provirus_133_11275	11143	Provirus	133-11275	19	11	0.8918	NA	2	8.3525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1789	GFS_1789_630	1956	No terminal repeats	NA	5	11	0.9784	NA	3	6.2955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1789	GFS_1789_634	1004	No terminal repeats	NA	1	11	0.8185	NA	1	1.7163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1849	GFS_1849_277	3759	No terminal repeats	NA	6	11	0.9095	NA	5	8.5714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1849	GFS_1849_233	10060	No terminal repeats	NA	12	11	0.9063	NA	3	9.7808	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1849	GFS_1849_500	16595	No terminal repeats	NA	26	11	0.9007	NA	2	11.8012	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_190	GFS_190_483	1276	No terminal repeats	NA	4	11	0.8606	NA	2	3.286	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1901	GFS_1901_168	4607	No terminal repeats	NA	7	11	0.9569	NA	6	8.8255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1901	GFS_1901_60	5547	No terminal repeats	NA	6	11	0.9162	NA	2	4.4384	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1901	GFS_1901_5	6065	No terminal repeats	NA	4	11	0.8648	NA	1	2.7891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1901	GFS_1901_614	1066	No terminal repeats	NA	3	11	0.861	NA	2	2.734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1911	GFS_1911_498	6047	No terminal repeats	NA	7	11	0.9646	NA	2	4.2697	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1911	GFS_1911_459	6293	No terminal repeats	NA	12	11	0.8509	NA	8	14.9207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2032	GFS_2032_261	17989	No terminal repeats	NA	35	11	0.9362	NA	3	9.0882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2051	GFS_2051_128	6902	No terminal repeats	NA	6	11	0.9807	NA	2	6.0068	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_200	3769	No terminal repeats	NA	5	11	0.9753	NA	1	4.9804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_374	1469	No terminal repeats	NA	3	11	0.9706	NA	1	4.9308	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_723	4450	No terminal repeats	NA	7	11	0.9663	NA	1	8.7614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_396	1589	No terminal repeats	NA	2	11	0.9571	NA	2	3.1814	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_112	1090	No terminal repeats	NA	2	11	0.9521	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_718	3747	No terminal repeats	NA	4	11	0.95	NA	2	6.006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_991	6865	No terminal repeats	NA	9	11	0.9362	NA	1	4.8728	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_925	3787	No terminal repeats	NA	6	11	0.9361	NA	1	3.3786	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_208	4893	No terminal repeats	NA	10	11	0.9228	NA	1	4.6954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_965	5735	No terminal repeats	NA	7	11	0.9121	NA	2	9.4168	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_722	7695	No terminal repeats	NA	11	11	0.9071	NA	1	6.4153	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_745	1691	No terminal repeats	NA	2	11	0.9049	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_767	3539	No terminal repeats	NA	4	11	0.849	NA	1	5.6045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_924	1519	No terminal repeats	NA	3	11	0.8342	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2055	GFS_2055_361	2345	No terminal repeats	NA	2	11	0.8249	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2103	GFS_2103_52	5164	No terminal repeats	NA	12	11	0.976	NA	1	4.8746	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2103	GFS_2103_67	1441	No terminal repeats	NA	3	11	0.9564	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2103	GFS_2103_7	1042	No terminal repeats	NA	2	11	0.9414	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2103	GFS_2103_60	1026	No terminal repeats	NA	1	4	0.8679	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2103	GFS_2103_75	1258	No terminal repeats	NA	2	11	0.8508	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GFS_2103	GFS_2103_175	1790	No terminal repeats	NA	4	11	0.8302	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2112	GFS_2112_135	2764	No terminal repeats	NA	3	11	0.9514	NA	1	2.665	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2112	GFS_2112_433	1602	No terminal repeats	NA	3	11	0.9186	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2113	GFS_2113_361	7894	No terminal repeats	NA	10	11	0.9789	NA	3	7.9157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2113	GFS_2113_8	8284	No terminal repeats	NA	13	11	0.9779	NA	4	15.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2135	GFS_2135_213	8676	No terminal repeats	NA	11	11	0.9353	NA	2	6.4175	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2138	GFS_2138_487	5891	No terminal repeats	NA	9	11	0.9832	NA	3	13.1763	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2138	GFS_2138_489	7559	No terminal repeats	NA	13	11	0.9691	NA	4	8.9905	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2138	GFS_2138_799	1780	No terminal repeats	NA	3	11	0.9664	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2138	GFS_2138_938	3193	No terminal repeats	NA	5	11	0.9648	NA	1	4.4426	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2138	GFS_2138_140	14922	No terminal repeats	NA	41	11	0.9641	NA	1	25.3222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2138	GFS_2138_871	1625	No terminal repeats	NA	4	11	0.9612	NA	1	4.7894	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2138	GFS_2138_464	1594	No terminal repeats	NA	4	11	0.9535	NA	1	4.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2138	GFS_2138_918	1574	No terminal repeats	NA	1	11	0.9509	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2138	GFS_2138_369	1995	No terminal repeats	NA	3	11	0.8937	NA	1	2.8389	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2138	GFS_2138_970	2038	No terminal repeats	NA	2	11	0.8708	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2138	GFS_2138_467	8547	No terminal repeats	NA	17	11	0.8631	NA	1	3.9217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2138	GFS_2138_722	1583	No terminal repeats	NA	5	11	0.8628	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2138	GFS_2138_983	1655	No terminal repeats	NA	2	11	0.8177	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2145	GFS_2145_54	8123	No terminal repeats	NA	13	11	0.9221	NA	3	5.9201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2145	GFS_2145_235	15042	No terminal repeats	NA	19	11	0.8693	NA	10	22.1866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2191	GFS_2191_346	21776	No terminal repeats	NA	21	11	0.8222	NA	2	5.5768	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2205	GFS_2205_458	6054	No terminal repeats	NA	6	11	0.9205	NA	2	4.0906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2208	GFS_2208_197	17198	No terminal repeats	NA	25	11	0.9717	NA	7	25.9991	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2208	GFS_2208_12	3789	No terminal repeats	NA	10	11	0.8587	NA	2	3.2783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2210	GFS_2210_523	6507	No terminal repeats	NA	8	11	0.8691	NA	1	5.6414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2216	GFS_2216_281	17723	No terminal repeats	NA	12	11	0.8235	NA	3	1.9871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2221	GFS_2221_650	10372	No terminal repeats	NA	12	11	0.8954	NA	1	4.7299	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2221	GFS_2221_374	1900	No terminal repeats	NA	2	11	0.8937	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2221	GFS_2221_1406	18908	No terminal repeats	NA	17	11	0.8747	NA	1	5.941	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2231	GFS_2231_95	8604	No terminal repeats	NA	12	11	0.9631	NA	3	18.4883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2231	GFS_2231_213	16094	No terminal repeats	NA	23	11	0.8028	NA	3	3.1441	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2255	GFS_2255_781	22420	No terminal repeats	NA	32	11	0.9745	NA	2	14.9861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2255	GFS_2255_762	3568	No terminal repeats	NA	6	11	0.967	NA	1	3.2969	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2255	GFS_2255_795	4109	No terminal repeats	NA	6	11	0.8741	NA	1	2.8868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2255	GFS_2255_844	1743	No terminal repeats	NA	2	11	0.8387	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_226	GFS_226_174	5090	No terminal repeats	NA	6	11	0.9778	NA	4	7.6391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_226	GFS_226_328	3766	No terminal repeats	NA	4	11	0.9705	NA	2	6.5955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_85	3343	No terminal repeats	NA	3	11	0.9827	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_650	2386	No terminal repeats	NA	5	11	0.977	NA	2	4.4251	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_389	74301	No terminal repeats	NA	83	11	0.9769	NA	2	23.819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_544	4331	No terminal repeats	NA	7	11	0.9767	NA	1	5.1436	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_494	3045	No terminal repeats	NA	4	11	0.9737	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_667	1179	No terminal repeats	NA	1	11	0.973	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_98	1848	No terminal repeats	NA	3	11	0.972	NA	2	4.7426	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_143	2158	No terminal repeats	NA	4	11	0.97	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_130	11523	No terminal repeats	NA	12	11	0.9698	NA	1	5.1231	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_28	1346	No terminal repeats	NA	1	4	0.9689	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_465	2372	No terminal repeats	NA	2	11	0.9666	NA	1	2.8299	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_115	1130	No terminal repeats	NA	2	11	0.9595	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
GFS_2264	GFS_2264_595	1290	No terminal repeats	NA	2	11	0.9569	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_666	2055	No terminal repeats	NA	2	11	0.9556	NA	2	3.3758	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_759	2157	No terminal repeats	NA	6	11	0.9546	NA	3	6.8011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_167	1354	No terminal repeats	NA	2	11	0.9345	NA	1	1.6692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_481	1082	No terminal repeats	NA	3	11	0.9162	NA	1	2.4437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_776	2044	No terminal repeats	NA	3	11	0.9084	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_361	1594	No terminal repeats	NA	5	11	0.9084	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_608	1306	No terminal repeats	NA	3	11	0.9073	NA	2	3.1643	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2264	GFS_2264_268	2145	No terminal repeats	NA	2	11	0.9032	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2297	GFS_2297_140	2388	No terminal repeats	NA	5	11	0.9315	NA	1	3.06	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2304	GFS_2304_203	5127	No terminal repeats	NA	13	11	0.9737	NA	1	5.867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2304	GFS_2304_250	1542	No terminal repeats	NA	1	11	0.944	NA	1	1.5164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2328	GFS_2328_331	5816	No terminal repeats	NA	7	11	0.9807	NA	3	10.2866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2328	GFS_2328_322	2031	No terminal repeats	NA	2	11	0.9505	NA	1	3.0247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2328	GFS_2328_508	28657	No terminal repeats	NA	52	11	0.9445	NA	9	36.1517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2328	GFS_2328_816	3023	No terminal repeats	NA	5	11	0.8431	NA	1	2.4213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2330	GFS_2330_192	6090	No terminal repeats	NA	8	11	0.9521	NA	2	5.4548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2330	GFS_2330_396	4189	No terminal repeats	NA	6	11	0.9518	NA	1	6.8731	Unclassified
GFS_2344	GFS_2344_84	37826	No terminal repeats	NA	34	11	0.8511	NA	1	5.8701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2351	GFS_2351_357	2138	No terminal repeats	NA	5	11	0.9564	NA	1	6.8643	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2351	GFS_2351_645	1646	No terminal repeats	NA	4	11	0.8981	NA	1	1.6882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2352	GFS_2352_492	44059	DTR	NA	54	11	0.9816	NA	7	35.917	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2352	GFS_2352_196	4949	No terminal repeats	NA	5	11	0.9793	NA	1	5.1548	Unclassified
GFS_2352	GFS_2352_154	1799	No terminal repeats	NA	5	11	0.979	NA	1	6.2897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2352	GFS_2352_456	1051	No terminal repeats	NA	2	11	0.8648	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2361	GFS_2361_868	1096	No terminal repeats	NA	1	11	0.8738	NA	1	1.6869	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2368	GFS_2368_163	2422	No terminal repeats	NA	4	11	0.8381	NA	1	3.4283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_1035	4610	No terminal repeats	NA	6	11	0.9794	NA	1	7.9456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_663	1862	No terminal repeats	NA	4	11	0.9755	NA	3	6.2955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_2092	3179	No terminal repeats	NA	3	11	0.9714	NA	1	2.6219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_1179	4381	No terminal repeats	NA	6	11	0.9645	NA	2	6.006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_1981	1036	No terminal repeats	NA	2	11	0.9604	NA	1	2.8273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_819	1699	No terminal repeats	NA	4	11	0.9587	NA	1	3.8705	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_2003	3345	No terminal repeats	NA	6	11	0.9554	NA	1	4.9572	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_1312	4183	No terminal repeats	NA	8	11	0.9492	NA	2	9.0211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_192	2561	No terminal repeats	NA	1	11	0.9416	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GFS_2372	GFS_2372_809	5095	No terminal repeats	NA	8	11	0.9323	NA	1	3.0347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_677	1844	No terminal repeats	NA	2	11	0.9301	NA	2	2.9568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_720	1799	No terminal repeats	NA	2	11	0.9293	NA	1	1.7183	Unclassified
GFS_2372	GFS_2372_498	2054	No terminal repeats	NA	1	11	0.9262	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_205	2515	No terminal repeats	NA	3	11	0.9253	NA	1	3.3786	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_1703	1146	No terminal repeats	NA	1	11	0.9032	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_1215	1406	No terminal repeats	NA	4	11	0.8961	NA	2	4.8212	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_1571	1205	No terminal repeats	NA	1	11	0.8833	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_265	6784	No terminal repeats	NA	9	11	0.8824	NA	2	2.8376	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_1091	1484	No terminal repeats	NA	1	11	0.8603	NA	1	1.5272	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_1608	1184	No terminal repeats	NA	2	11	0.8478	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_1850	3501	No terminal repeats	NA	6	11	0.8411	NA	2	6.4952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_1087	1486	No terminal repeats	NA	1	11	0.8352	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2372	GFS_2372_375	2226	No terminal repeats	NA	5	11	0.8315	NA	1	1.7136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2383	GFS_2383_74	6002	No terminal repeats	NA	12	11	0.8029	NA	1	2.8234	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2386	GFS_2386_311	1935	No terminal repeats	NA	2	11	0.9614	NA	2	3.0732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2422	GFS_2422_38	5654	No terminal repeats	NA	7	11	0.976	NA	4	5.648	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2469	GFS_2469_347	2143	No terminal repeats	NA	3	11	0.8183	NA	1	4.9614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2508	GFS_2508_272	4214	No terminal repeats	NA	7	11	0.9718	NA	4	7.7603	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2508	GFS_2508_312	3806	No terminal repeats	NA	6	11	0.9124	NA	4	9.0148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2508	GFS_2508_268	4230	No terminal repeats	NA	4	11	0.9105	NA	1	5.1006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2508	GFS_2508_416	2972	No terminal repeats	NA	4	11	0.8875	NA	1	6.1041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2508	GFS_2508_58	6823	No terminal repeats	NA	8	11	0.874	NA	1	3.0745	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2508	GFS_2508_184	1513	No terminal repeats	NA	4	11	0.8483	NA	1	2.6139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2515	GFS_2515_306	3107	No terminal repeats	NA	4	11	0.9577	NA	2	3.0098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2515	GFS_2515_148	15904	No terminal repeats	NA	26	11	0.9221	NA	3	12.5117	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2515	GFS_2515_77	1778	No terminal repeats	NA	3	11	0.8676	NA	2	3.0243	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2535	GFS_2535_1042	2545	No terminal repeats	NA	5	11	0.8066	NA	2	3.4217	Unclassified
GFS_2545	GFS_2545_406	29447	No terminal repeats	NA	40	11	0.9754	NA	11	41.9937	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
